Date of Inventory Valuation,Time of Inventory Valuation,Date Inventory Received,Time Inventory Received,Invoice ID,Invoice Line #,State Tracking ID,Batch,Receiving License,Product Type,Subtype,Brand,Product Name,Classification,Tier,Available,Reserved,Packed & Ready,Unit Cost,Amount,Unit of Measure,Total Cost,Unit Price,Potential Gross Sales,Location,Date Last Received,Time Last Received,Packaged Date,External Invoice ID,Manifest #,Harvest Batch,Production Batch #,Attributes,Product Barcodes,Inventory Barcodes,Distributor,Distributor License,Harvest Date,Manufacture Date,Expiration Date,Lab Testing State,Total Mg THC,Total Mg CBD,Size,Extraction Method,External ID,Inventory Type,Alpha Bisabolol Lab Result,Alpha Humulene Lab Result,Alpha Pinene Lab Result,Beta Caryophyllene Lab Result,Beta Myrcene Lab Result,Beta Pinene Lab Result,Caryophyllene Lab Result,Cbd Lab Result,Cbda Lab Result,Cbg Lab Result,Cbn Lab Result,Eucalyptol Lab Result,Limonene Lab Result,Linalool Lab Result,Thc Lab Result,Thca Lab Result
"07/27/2025","08:13 AM","07/15/2025","16:15:23","d5d35f9a-7518-4a50-8916-a66bfecc2ef1","e37cdd7a-28f9-40db-aee7-d84eabca7871","1A4110300000002000161778","GJR02","RE000727","FLOWER","PRE-PACK SMALLS","OZONE","OZONE 7G WHITE WEDDING POPCORN","HYBRID","","16.000000","0.000000","0.000000","28.000000","7","GRAMS","448.000000000000","65.0","1040.0","A. LIVE ADULT USE PRODUCTS","07/15/2025","16:27:06","07/01/2025","#1024958","0001097449","","","BIG BAGS","","ZnS","ASCEND NEW JERSEY","9292020","","","01/01/2026","","","","7 G","","6aa168b8-58ff-4c59-9a8b-1b2c713fc898","ADULT",0.06 %,0.17 %,0.02 %,0.56 %,0.33 %,0.04 %,,0.06 %,0.07 %,0.17 %,,,0.28 %,,27.8 %,31.16 %
"07/27/2025","08:13 AM","07/17/2025","14:23:29","af4fcfeb-9a91-4302-b6a3-e067de51f1a3","48e61023-6e64-4a94-bdca-2c4dccbddbff","1A4110300001CE9000083269","GEMN1","RE000727","CARTRIDGE","ALL-IN-ONE","&SHINE","&SHINE 2G DURBAN POISON DISPOSABLE","SATIVA","","15.000000","0.000000","0.000000","37.500000","2","GRAMS","562.500000000000","75.0","1125.0","A. LIVE ADULT USE PRODUCTS","07/17/2025","14:36:44","07/16/2025","#1101423 (AU)","0001101423","","","CREATIVE,FOCUSED,ENERGETIC,DISPOSABLE,SPICY,EARTHY PINE,SWEET","","CPb","GREEN THUMB INDUSTRIES","","","","07/08/2026","","","","2 G","","012ead92-a009-4349-a1f5-d07d36b7415c","ADULT",,,0.19 %,0.11 %,0.46 %,0.15 %,,,,3.77 %,0.31 %,,0.47 %,,88.81 %,
"07/27/2025","08:13 AM","07/17/2025","14:57:25","0d4a72f3-1e67-4142-b278-32422416509b","99b1f838-259d-4745-af8e-ea3b6392072a","1A41103000034BD000006253","6SDRY","RE000727","PREROLL","FLOWER","THE GROWFATHER","THE GROWFATHER 1.2G GRANDDADDY PURP BERRY MOONROCK INFUSED PREROLL - 1.2 G","INDICA","","36.000000","0.000000","0.000000","16.000000","1.2","GRAMS","576.000000000000","32.0","1152.0","A. LIVE ADULT USE PRODUCTS","07/17/2025","14:58:15","07/15/2025","","","","","BODY HIGH,RELAXED,WINDING DOWN,INFUSED,MOONROCK,GRAPE,BERRY,SWEET","","5Kl","LITTLE LEAF LABS LLC","M000090","","","01/02/2026","","","","1.2 G","","dc884c3a-7cfa-4f1b-80db-da26e828de6d","ADULT",0.12 %,0.22 %,0.23 %,0.77 %,0.41 %,0.15 %,,0.2 %,0.03 %,1.65 %,0.39 %,,1.16 %,,51.01 %,12.28 %
"07/27/2025","08:13 AM","07/15/2025","16:15:23","d5d35f9a-7518-4a50-8916-a66bfecc2ef1","5e63a3c9-09a8-4e70-9d1e-d9d3d26cef3b","1A4110300000002000161769","S7CER","RE000727","PREROLL","FLOWER","LOWELL","LOWELL 3.5G 6PK A SHORE THING SATIVA BLEND PREROLL","SATIVA","","16.000000","0.000000","0.000000","22.000000","3.5","GRAMS","352.000000000000","50.0","800.0","A. LIVE ADULT USE PRODUCTS","07/15/2025","16:27:06","06/25/2025","#1024958","0001097449","","","UPLIFTING,SATIVA,PREROLL,MULTI-PACK,A SHORE THING BLEND,LOWELL","","JPG","ASCEND NEW JERSEY","9292020","","","12/25/2025","","","","3.5 G","","c211f5bc-d0e4-466f-80b6-22bb1976fcef","ADULT",,0.11 %,0.06 %,0.31 %,0.37 %,0.09 %,,0.06 %,0.07 %,0.14 %,,,0.63 %,,29.93 %,33.68 %
"07/27/2025","08:13 AM","07/17/2025","14:23:29","af4fcfeb-9a91-4302-b6a3-e067de51f1a3","61210cbc-f6ff-45bc-adde-98e321a03142","1A4110300001CE9000083268","MJPJR","RE000727","CARTRIDGE","READY TO USE","&SHINE","&SHINE 0.5G WATERMELON Z DISPOSABLE (NCD)","INDICA","","20.000000","0.000000","0.000000","15.000000","0.5","GRAMS","300.000000000000","30.0","600.0","A. LIVE ADULT USE PRODUCTS","07/17/2025","14:36:44","07/16/2025","#1101423 (AU)","0001101423","","","RELAXING,UPLIFTING,CREATIVE,DISPOSABLE,TROPICAL,SWEET,EARTHY","","1k0","GREEN THUMB INDUSTRIES","","","","","","","","0.5 G","","110b57cb-2596-481b-bb6b-6e0d4610d577","ADULT",,0.26 %,0.03 %,1.08 %,,0.03 %,,,,4.67 %,0.4 %,,,,87.4 %,
"07/27/2025","08:13 AM","07/15/2025","16:15:23","d5d35f9a-7518-4a50-8916-a66bfecc2ef1","be275f18-0727-4207-ac81-904aaff9683d","1A4110300000002000161771","ZV3P8","RE000727","PREROLL","FLOWER","LOWELL","LOWELL QUICKS 3.5G 10 PK FULL SERVICE GAS INDICA BLEND PREROLLS","INDICA","","22.000000","0.000000","0.000000","22.000000","3.5","GRAMS","484.000000000000","50.0","1100.0","A. LIVE ADULT USE PRODUCTS","07/15/2025","16:27:06","07/07/2025","#1024958","0001097449","","","SLEEPY,RELAXED,EUPHORIA,MULTI-PACK,SPICY,PINE,SWEET","","Irc","ASCEND NEW JERSEY","9292020","","","01/07/2026","","","","3.5 G","","c4a6c0e3-b05c-4351-b2ba-13052e8e88be","ADULT",,0.11 %,0.02 %,0.39 %,0.52 %,0.03 %,,0.02 %,0.02 %,0.28 %,,,0.28 %,,21.55 %,24.23 %
"07/27/2025","08:13 AM","07/17/2025","12:38:35","8a801b24-d0b8-47d7-b734-36544d7a4188","2d16cca6-33dc-463a-8aa6-f4530749f7d6","1A411030000206D000047313","TAO1M","RE000727","CARTRIDGE","ALL-IN-ONE","FERNWAY","FERNWAY 2G BLUEBERRY CAKE TRAVELER","INDICA","","17.000000","0.000000","0.000000","38.000000","2","GRAMS","646.000000000000","95.0","1615.0","A. LIVE ADULT USE PRODUCTS","07/17/2025","12:48:05","07/16/2025","#017821 (AU)","0001101600","","","DISPOSABLE,FERNWAY","","TKZ","FERNWAY GARDEN STATE LLC","M000074","","","12/13/2025","","","","2 G","","ceb36e98-e009-4a44-b47a-d0a30c4e2863","ADULT",0.117 %,0.101 %,0.222 %,0.447 %,0.669 %,0.113 %,,0.5674 %,,3.092 %,1.194 %,,0.151 %,,79.2 %,
"07/27/2025","08:13 AM","07/17/2025","14:23:29","af4fcfeb-9a91-4302-b6a3-e067de51f1a3","15c7a039-7363-4a49-a47d-0450dbc60dcd","1A4110300001CE9000083285","FEXBD","RE000727","FLOWER","PRE-PACK SMALLS","RYTHM","RYTHM 7G BROWNIE SCOUT POPCORN","INDICA","","48.000000","0.000000","0.000000","37.500000","7","GRAMS","1800.000000000000","95.0","4560.0","A. LIVE ADULT USE PRODUCTS","07/17/2025","14:36:44","07/16/2025","#1101423 (AU)","0001101423","","","BIG BAGS","","BDo","GREEN THUMB INDUSTRIES","","","","06/25/2026","","","","7 G","","0ae6c9dc-763a-4e58-a1e4-e8a30d609d63","ADULT",0.07 %,0.08 %,0.09 %,0.26 %,0.41 %,0.1 %,,,,0.38 %,,,1.02 %,,28.46 %,32.2 %
"07/27/2025","08:13 AM","05/30/2025","10:04:37","cf86ebee-9a77-44d8-9648-38cc93ec5a0a","f26fe528-8188-4960-9837-c6abccca1053","1A4110300000002000150939","13ZAP","RE000727","FLOWER","PRE-PACK SMALLS","SIMPLY HERB","SIMPLY HERB SHAKE 7G PAVE FLOWER","HYBRID","","11.000000","0.000000","0.000000","14.802055","7","GRAMS","162.822605000000","50.0","550.0","A. LIVE ADULT USE PRODUCTS","05/30/2025","10:17:05","05/15/2025","#987588 ( AU )","0001069723","","","EUPHORIA,BODY HIGH,RELAXATION,SHAKE,PEPPER,SWEET,MENTHOL","","7JR","ASCEND NEW JERSEY","9292020","","","11/15/2025","","","","7 G","","ead9052b-e39b-4c11-b526-8e4adbfa1685","ADULT",0.05 %,0.11 %,0.15 %,0.42 %,0.06 %,0.13 %,,,,0.27 %,,,0.97 %,,23.88 %,26.28 %
"07/27/2025","08:13 AM","06/26/2025","13:29:37","1c6827d0-5a37-45e7-8864-9082caea62e4","b047807a-08f9-45bb-8313-6ac184e6ce8d","1A4110300000002000158148","M9LKR","RE000727","FLOWER","PRE-PACK","SIMPLY HERB","SIMPLY HERB 3.5G CITRUS SOUR FLOWER","HYBRID","","17.000000","0.000000","0.000000","15.000000","3.5","GRAMS","255.000000000000","35.0","595.0","A. LIVE ADULT USE PRODUCTS","06/26/2025","13:34:04","05/29/2025","#1010962","0001086739","","","UPLIFTING,RELAXED,EUPHORIC,EVERYDAY STEALS,EARTHY,DIESEL,CITRUS","","uHj","ASCEND NEW JERSEY","9292020","","","11/29/2025","","","","3.5 G","","5834607a-c820-417f-bf56-941dc01dad7c","ADULT",0.03 %,0.11 %,0.06 %,0.35 %,0.28 %,0.07 %,,0.05 %,0.05 %,0.09 %,,0.02 %,0.1 %,,24.99 %,27.95 %
"07/27/2025","08:13 AM","06/10/2025","12:28:50","43309432-2d56-4dff-81f6-d1a3cfdce009","4c69b6d9-f29b-44aa-bf66-7ab4991cfc95","1A4110300006E8D000007315","5VUYL","RE000727","CARTRIDGE","510 THREAD","JOY STICK","JOY STICK 1G CYBERDEW CARTRIDGE","HYBRID","","18.000000","0.000000","0.000000","25.000000","1","GRAMS","450.000000000000","50.0","900.0","A. LIVE ADULT USE PRODUCTS","06/10/2025","12:30:36","06/09/2025","# M0941 ( AU )","0001077608","","","CARTRIDGE","","pbi","GARDEN GREENS NJ","mc000000001","","","11/05/2025","","","","1 G","","7a7d9b23-461d-48bc-94bc-2e1935bfd420","ADULT",,0.04 %,4.68 %,0.45 %,,1.12 %,,,,2.92 %,0.59 %,,,,83.85 %,
"07/27/2025","08:13 AM","07/15/2025","16:15:23","d5d35f9a-7518-4a50-8916-a66bfecc2ef1","ce12f6ab-c0aa-413a-843c-da752b07d006","1A4110300000002000161780","NOYOF","RE000727","FLOWER","PRE-PACK","SIMPLY HERB","SIMPLY HERB 3.5G MANDARIN Z FLOWER","S/I","","22.000000","0.000000","0.000000","15.000000","3.5","GRAMS","330.000000000000","35.0","770.0","A. LIVE ADULT USE PRODUCTS","07/15/2025","16:27:06","07/03/2025","#1024958","0001097449","","","MOOD ENHANCING,EUPHORIC,RELAXED,EVERYDAY STEALS,CITRUS,SWEET,PINEY","","lhy","ASCEND NEW JERSEY","9292020","","","07/03/2026","","","","3.5 G","","10791d25-412f-4836-9f83-3ad685bc8033","ADULT",0.03 %,0.05 %,0.11 %,0.19 %,0.11 %,0.11 %,,0.05 %,0.06 %,0.08 %,,,0.68 %,,26.3 %,29.18 %
"07/27/2025","08:13 AM","07/15/2025","14:19:19","f80bcfe6-7670-4c67-8997-f8b9189c6dc0","f911f30b-17fc-48d5-9185-37aa8303af42","1A41103000000CA000137471","FJAVJ","RE000727","CARTRIDGE","ALL-IN-ONE","EDIE PARKER","EDIE PARKER 0.5 GOOD AFTERNOON PEACH BELLINI DISPOSABLE","HYBRID","","41.000000","0.000000","0.000000","18.000000","0.5","GRAMS","738.000000000000","40.0","1640.0","A. LIVE ADULT USE PRODUCTS","07/15/2025","14:26:13","06/09/2025","#1024958 (AU)","0001097378","","","DISPOSABLE","","vAU","ASCEND NEW JERSEY","9292020","","","06/09/2026","","","","0.5 G","","e3e3040d-1723-4bb3-b843-623693c2f027","ADULT",0.19 %,0.03 %,0.36 %,1.1 %,0.95 %,0.11 %,,,,2.78 %,0.27 %,,1.57 %,,83.62 %,
"07/27/2025","08:13 AM","07/15/2025","14:19:19","f80bcfe6-7670-4c67-8997-f8b9189c6dc0","5deff094-d5f5-4bb4-8cf1-85c9428d0ec5","1A41103000000CA000137472","SQQKP","RE000727","CARTRIDGE","ALL-IN-ONE","EDIE PARKER","EDIE PARKER 0.5G GOOD MORNING PINK LEMONADE DISPOSABLE","SATIVA","","42.000000","0.000000","0.000000","18.000000","0.5","GRAMS","756.000000000000","40.0","1680.0","A. LIVE ADULT USE PRODUCTS","07/15/2025","14:26:13","04/02/2025","#1024958 (AU)","0001097378","","","DISPOSABLE","","nRK","ASCEND NEW JERSEY","9292020","","","04/02/2026","","","","0.5 G","","80441561-7a4c-491d-a227-eb8fc37c8f71","ADULT",0.19 %,0.11 %,0.33 %,1.39 %,1.44 %,0.47 %,,,,3.24 %,0.32 %,,2.07 %,,81.27 %,
"07/27/2025","08:13 AM","05/22/2025","14:05:23","314f76cc-aa82-4f3e-9307-5b270bd49145","8dc0efd8-0c17-4823-b9d4-171235f879f8","1A41103000000CA000129018","MZ0E9","RE000727","CARTRIDGE","READY TO USE","AIRO","AIRO 1G CHERRY AK AIO DISPOSABLE","SATIVA","","4.000000","0.000000","0.000000","35.000000","1","GRAMS","140.000000000000","80.0","320.0","A. LIVE ADULT USE PRODUCTS","05/22/2025","14:16:49","04/01/2025","#981531 (AU)","#1064614","","","AIRO,1G,CHERRY AK,DISPOSABLE","","e6X","ASCEND NEW JERSEY","9292020","","","04/01/2026","","","","1 G","","3fe13d1f-2f53-4790-9f3a-9f693301e6e7","ADULT",0.29 %,0.22 %,0.86 %,1.41 %,2.48 %,0.24 %,,,,3.12 %,0.31 %,,0.61 %,,83.92 %,
"07/27/2025","08:13 AM","07/15/2025","14:19:19","f80bcfe6-7670-4c67-8997-f8b9189c6dc0","d3cdf8e9-ce09-4322-b3ac-572ef8104ced","1A41103000000CA000137473","AXNCQ","RE000727","CARTRIDGE","ALL-IN-ONE","EDIE PARKER","EDIE PARKER 0.5G GOOD NIGHT BERRY SPRITZ DISPOSABLE","INDICA","","41.000000","0.000000","0.000000","18.000000","0.5","GRAMS","738.000000000000","40.0","1640.0","A. LIVE ADULT USE PRODUCTS","07/15/2025","14:26:13","06/10/2025","#1024958 (AU)","0001097378","","","DISPOSABLE","","BS7","ASCEND NEW JERSEY","9292020","","","04/29/2026","","","","0.5 G","","2dc6a31e-b62b-48a5-892d-6ef74e61d3c4","ADULT",0.15 %,,0.04 %,0.21 %,0.17 %,0.05 %,,,,2.69 %,0.28 %,,0.32 %,,84.83 %,
"07/27/2025","08:13 AM","07/15/2025","14:19:19","f80bcfe6-7670-4c67-8997-f8b9189c6dc0","da0e71cf-652a-4956-ab76-14879d6d37d2","1A41103000000CA000137470","INKL5","RE000727","CARTRIDGE","READY TO USE","AIRO","AIRO PURPLE AFGHANI 1G DISPOSABLE","INDICA","","14.000000","0.000000","0.000000","35.000000","1","GRAMS","490.000000000000","80.0","1120.0","A. LIVE ADULT USE PRODUCTS","07/15/2025","14:26:13","03/19/2025","#1024958 (AU)","0001097378","","","DISPOSABLE","","FpE","ASCEND NEW JERSEY","9292020","","","03/19/2026","","1.0","","1 G","","07daebc1-ff37-46b4-84f8-8ef2c9897855","ADULT",0.11 %,0.2 %,1.23 %,0.82 %,2.31 %,0.38 %,,,,2.41 %,0.5 %,,1.22 %,,87.84 %,
"07/27/2025","08:13 AM","06/26/2025","13:37:45","985c8084-f90b-42ae-9b28-0ccee8e087e9","69d3f93e-0685-42a0-9286-76f2d7939447","1A4110300006339000024621","1IRQ9","RE000727","EDIBLE","GUMMY","WYLD","WYLD 100MG 10PK 1:1 POMEGRANATE THC:CBD GUMMIES","HYBRID","","29.000000","0.000000","0.000000","11.050000","100","MILLIGRAMS","320.450000000000","26.0","754.0","A. LIVE ADULT USE PRODUCTS","06/26/2025","13:46:45","05/15/2025","#000753","0001088508","","","HARMONIOUS HIGH,MOOD SUPPORTING,CREATIVE,WYLD,EDIBLE,THC:CBD,RATIO,GUMMY,1:1,POMEGRANATE,POMEGRANATE","","sHe","WYLD","M000117","","","11/07/2025","","100.0","100.0","100 MG","","573dcfce-fd5c-43c5-a4ee-9ec47cddcc28","ADULT",
"07/27/2025","08:13 AM","07/09/2025","12:50:11","f125face-45dc-4b14-abc6-ff26fb998b02","a0f11f2a-5cc3-4ab8-9337-498969456276","D76GZ5O56SN9BX7GGZ6OSBS1","LEB86","","MERCH","LIGHTER","BIC","RIPT BIC LIGHTER - ONE SIZE","","","19.000000","0.000000","0.000000","1.500000","","","28.500000000000","3.0","57.0","ANCILLARY","07/09/2025","12:51:24","","","","","","","","O5X","RIPT ACCESSORIES","","","","","","","","ONE SIZE","","311d4f6a-1a87-42e4-b4af-dbb0fc58cf1f","ALL",
"07/27/2025","08:13 AM","07/15/2025","16:15:23","d5d35f9a-7518-4a50-8916-a66bfecc2ef1","9b384103-1a8c-48c0-9616-bb9e7145e1e5","1A4110300000002000161775","4QKA7","RE000727","FLOWER","PRE-PACK","OZONE RESERVE","OZONE RESERVE 3.5G BUTTERSTUFF #6 FLOWER","INDICA","","23.000000","0.000000","0.000000","20.000000","3.5","GRAMS","460.000000000000","60.0","1380.0","A. LIVE ADULT USE PRODUCTS","07/15/2025","16:27:06","04/22/2025","#1024958","0001097449","","","SWEET SPOT","","Rlr","ASCEND NEW JERSEY","9292020","","","10/22/2025","","","","3.5 G","","b01463dc-13b2-4166-b624-02c83ed7cad9","ADULT",0.03 %,0.18 %,0.03 %,0.43 %,0.27 %,0.29 %,,,,0.17 %,,,0.26 %,,29.75 %,33.45 %
"07/27/2025","08:13 AM","06/18/2025","15:07:01","a9aab693-4a37-4c90-9dbf-76ed140b2c65","7f6e26ec-85a4-4fd5-bb05-2c14fdb49733","1A411030000206D000043975","9VVE5","RE000727","CARTRIDGE","510 THREAD","FERNWAY","FERNWAY PINELAND DIESEL 1G CARTRIDGE","SATIVA","","5.000000","0.000000","0.000000","24.000000","1","GRAMS","120.000000000000","60.0","300.0","A. LIVE ADULT USE PRODUCTS","06/18/2025","15:16:08","06/17/2025","# 016623","0001082621","","","CARTRIDGE","","zrE","FERNWAY GARDEN STATE LLC","M000074","","","05/24/2026","","","","1 G","","732a6126-972a-4ef8-bc5e-2fa63a7aed26","ADULT",,0.05 %,0.16 %,1.67 %,0.92 %,0.18 %,,,,2.37 %,0.45 %,,0.4 %,,81.5 %,
"07/27/2025","08:13 AM","07/15/2025","16:15:23","d5d35f9a-7518-4a50-8916-a66bfecc2ef1","d21e8a07-1411-49a4-acfe-26ff5be0044b","1A4110300000002000161777","0VDB7","RE000727","FLOWER","PRE-PACK","OZONE RESERVE","OZONE RESERVE 3.5G WHITE WEDDING-FLOWER","HYBRID","","14.000000","0.000000","0.000000","20.000000","3.5","GRAMS","280.000000000000","60.0","840.0","A. LIVE ADULT USE PRODUCTS","07/15/2025","16:27:06","06/30/2025","#1024958","0001097449","","","SWEET SPOT","","chA","ASCEND NEW JERSEY","9292020","","","12/30/2025","","","","3.5 G","","ded28b9e-31df-4af5-bdbd-bf15d36332e7","ADULT",0.06 %,0.14 %,0.03 %,0.47 %,0.34 %,0.04 %,,0.06 %,0.07 %,0.15 %,,,0.29 %,,32.05 %,35.96 %
"07/27/2025","08:13 AM","07/17/2025","12:38:35","8a801b24-d0b8-47d7-b734-36544d7a4188","44ef6627-3b34-4ac2-a95d-d80c7395177f","1A411030000206D000047317","SMSGQ","RE000727","CARTRIDGE","510 THREAD","FERNWAY","FERNWAY 1G MANDARIN ORANGE CARTRIDGE","SATIVA","","22.000000","0.000000","0.000000","24.000000","1","GRAMS","528.000000000000","60.0","1320.0","A. LIVE ADULT USE PRODUCTS","07/17/2025","12:48:05","07/16/2025","#017821 (AU)","0001101600","","","1G,SATIVA,FERNWAY,MANDARIN ORANGE,CARTRIDGE","","x9e","FERNWAY GARDEN STATE LLC","M000074","","","06/23/2026","","888.0","","1 G","","018a0ebc-0a50-4ffe-8f4e-8d48944655f3","ADULT",0.025 %,,0.0079 %,0.0207 %,0.0368 %,0.0369 %,,0.1478 %,,2.916 %,0.2732 %,,2.74 %,,83.66 %,
"07/27/2025","08:13 AM","06/26/2025","13:29:37","1c6827d0-5a37-45e7-8864-9082caea62e4","3b869c4e-ad0d-4e13-ab50-5661ae9f870c","1A4110300000002000158149","615W1","RE000727","FLOWER","PRE-PACK","SIMPLY HERB","SIMPLY HERB 3.5G HAPPY HOUR #21 FLOWER","HYBRID","","21.000000","0.000000","0.000000","15.000000","3.5","GRAMS","315.000000000000","35.0","735.0","A. LIVE ADULT USE PRODUCTS","06/26/2025","13:34:04","05/22/2025","#1010962","0001086739","","","CREATIVE,RELAXED,BLISSFUL,EVERYDAY STEALS,BERRY,SOUR,CITRUS","","1GY","ASCEND NEW JERSEY","9292020","","","11/22/2025","","","","3.5 G","","7d62c63a-0616-438c-872a-21c268dc9fd5","ADULT",0.03 %,0.11 %,0.05 %,0.4 %,0.52 %,0.06 %,,0.06 %,0.07 %,0.1 %,,,0.63 %,,24.66 %,27.8 %
"07/27/2025","08:13 AM","07/02/2025","14:45:31","bc834479-a120-4818-9d16-7f00152740ca","d372f497-2d1c-4739-836f-45e83758b954","1A4110300001CE9000224727","1WBPM","RE000727","FLOWER","PRE-PACK SMALLS","RYTHM","RYTHM 7G ANIMAL FACE POPCORN","INDICA","","23.000000","0.000000","0.000000","29.990000","7","GRAMS","689.770000000000","95.0","2185.0","A. LIVE ADULT USE PRODUCTS","07/02/2025","15:05:51","07/01/2025","# 213213","0001091753","","","BIG BAGS,EARTHY,NUT,DIESEL,SWEET,HERBAL","","dA7","GREEN THUMB INDUSTRIES","","","","06/13/2026","","","","7 G","","e782b3b3-b379-4959-b0c8-86d2ae6b46af","ADULT",0.07 %,0.16 %,0.07 %,0.68 %,0.59 %,0.09 %,,,,0.28 %,,,0.68 %,,27.8 %,31.11 %
"07/27/2025","08:13 AM","06/25/2025","12:18:10","3a5c20d4-4432-4398-adb2-980be12823c0","54655ee7-af7d-42c8-865c-964d197f3c74","1A4110300007595000007009","UX00A","RE000727","PREROLL","FLOWER","PRE-ROLL KING OF JERSEY","JERSEY JOINTS ORIGINALS 3.5G 5PK GMO X EC PREROLL","HYBRID","","7.000000","0.000000","0.000000","20.501155","3.5","GRAMS","143.508085000000","55.0","385.0","A. LIVE ADULT USE PRODUCTS","06/25/2025","12:40:29","06/18/2025","#250384","0001087144","","","MULTI-PACK","","Oz1","GLASS MEADOWS MANUFACTURING","N000245","","","11/16/2025","","","","3.5 G","","ea269bbd-8b67-4952-ae06-8d962d3a33d5","ADULT",0.09 %,0.07 %,,0.24 %,,,,,,0.39 %,,,,,25.48 %,27.41 %
"07/27/2025","08:13 AM","05/13/2025","11:57:06","b468a84b-a70e-4949-a796-ae005d4116cc","ff6166c7-3fc8-4633-938a-01f3506f5796","1A4110300000002000144913","BBBOG","RE000727","FLOWER","PRE-PACK","MISS GRASS","MISS GRASS 4.2G ALL TIMES LEMON SPORTIF FLOWER","HYBRID","","4.000000","0.000000","0.000000","31.282589","4.2","GRAMS","125.130356000000","65.0","260.0","A. LIVE ADULT USE PRODUCTS","05/13/2025","12:02:16","04/28/2025","#972357 (AU)","#1057887","","","CALM,SENSUAL,CONNECTED,SOOTHED,TOP SHELF,CITRUS,LEMON","","h2H","ASCEND NEW JERSEY","9292020","","","11/01/2025","","","","4.2 G","","da318f2c-73bb-4dbb-9425-f50eef79e87c","ADULT",0.03 %,0.11 %,0.19 %,0.34 %,1.22 %,0.04 %,,,,0.28 %,,,0.13 %,,28.78 %,31.47 %
"07/27/2025","08:13 AM","07/17/2025","14:23:29","af4fcfeb-9a91-4302-b6a3-e067de51f1a3","9abb3dfb-adef-490e-a3bf-ccd81e13a4f2","1A4110300001CE9000083267","BKC40","RE000727","CARTRIDGE","ALL-IN-ONE","&SHINE","&SHINE 2G APPLE FRITTER DISPOSABLE","HYBRID","","15.000000","0.000000","0.000000","37.500000","2","GRAMS","562.500000000000","75.0","1125.0","A. LIVE ADULT USE PRODUCTS","07/17/2025","14:36:44","07/16/2025","#1101423 (AU)","0001101423","","","UPLIFTED,RELAXED,EUPHORIC,DISPOSABLE,EARTHY,CAKEY,APPLE","","xDd","GREEN THUMB INDUSTRIES","","","","07/02/2026","","","","2 G","","237d4464-294a-47ac-a535-da11cc20bc24","ADULT",,0.19 %,0.21 %,0.73 %,0.24 %,,,,,3.34 %,0.4 %,,0.35 %,,88.02 %,
"07/27/2025","08:13 AM","07/02/2025","14:45:31","bc834479-a120-4818-9d16-7f00152740ca","a34ce5db-a1fd-4503-984f-ef7e9144df60","1A4110300001CE9000224719","K9PHY","RE000727","PREROLL","FLOWER","RYTHM","RYTHM 2.5G 5PK BLUEBERRY KUSH INFUSED PREROLL","INDICA","","5.000000","0.000000","0.000000","22.500000","2.5","GRAMS","112.500000000000","45.0","225.0","A. LIVE ADULT USE PRODUCTS","07/02/2025","15:05:51","07/01/2025","# 213213","0001091753","","","MULTI-PACK,INFUSED","","R3V","GREEN THUMB INDUSTRIES","","","","12/19/2025","","","","2.5 G","","9de4295c-6cea-416b-a6f0-aaaa531f7ecf","ADULT",0.09 %,0.09 %,0.02 %,0.59 %,,0.02 %,,,,0.18 %,,,0.1 %,,44.69 %,49.22 %
"07/27/2025","08:13 AM","07/02/2025","13:54:28","d3970edd-e240-4fd5-85c4-5b3de9d0a923","6f8dc209-daae-44b1-a237-411dbb7e09ef","1A4110300006E8D000010443","SMN66","RE000727","PREROLL","FLOWER","GARDEN GREENS","GARDEN GREENS 1G DIAMOND INFUSED TRIPLE OG PREROLL","INDICA","","18.000000","0.000000","0.000000","11.050000","1","GRAMS","198.900000000000","28.0","504.0","A. LIVE ADULT USE PRODUCTS","07/02/2025","13:58:29","07/01/2025","#M1221(AU)","0001092901","","","INFUSED","","1LF","GARDEN GREENS NJ","mc000000001","","","12/16/2025","","","","1 G","","e88609de-0602-4831-8469-0de9cfd32293","ADULT",,0.26 %,0.03 %,0.86 %,0.13 %,0.04 %,,,,0.29 %,,,0.26 %,,51.64 %,57.76 %
"07/27/2025","08:13 AM","07/10/2025","14:28:28","007c4b1c-eb7f-44e8-8dfe-a014753dbc09","8db3bed0-3968-4160-ba8b-6d866e7f5b48","1A41103000002BF000130598","LYRX2","RE000727","PREROLL","FLOWER","KIND TREE","KIND TREE 1.75G 5PK DIAMOND INFUSED DIRTY BANANA PREROLLS","HYBRID","","15.000000","0.000000","0.000000","15.200000","1.75","GRAMS","228.000000000000","34.0","510.0","A. LIVE ADULT USE PRODUCTS","07/10/2025","14:36:18","06/30/2025","#6893(AU)","0001096784","","","INFUSED,MULTI-PACK","","vuy","TERRASCEND NJ","MM000005","","","12/27/2025","","","","1.75 G","","3d7d2757-ef03-47ab-a3c4-25093aec4182","ADULT",0.02 %,0.05 %,0.07 %,0.22 %,0.04 %,0.12 %,,0.03 %,0.04 %,0.17 %,,,0.24 %,,45.95 %,50.17 %
